Real Date,Bytes,X,Y,Last Seen,Associated,Test Point
2022-09-05 16:44:00,5448,123.82057,15.247487,2022-09-05T16:43:57.874+0100,true,25
2022-09-05 16:44:01,8701,110.9397,18.409204,2022-09-05T16:44:00.054+0100,true,25
2022-09-05 16:44:02,5448,110.9397,18.409204,2022-09-05T16:44:00.054+0100,true,25
2022-09-05 16:44:03,8754,117.92698,14.822531,2022-09-05T16:44:02.083+0100,true,25
2022-09-05 16:44:04,5524,117.92698,14.822531,2022-09-05T16:44:02.083+0100,true,25
2022-09-05 16:44:05,8842,110.86873,17.33226,2022-09-05T16:44:04.083+0100,true,25
2022-09-05 16:44:06,5652,110.86873,17.33226,2022-09-05T16:44:04.083+0100,true,25
2022-09-05 16:44:07,8699,98.32422,25.2597,2022-09-05T16:44:06.113+0100,true,25
2022-09-05 16:44:08,5500,98.32422,25.2597,2022-09-05T16:44:06.113+0100,true,25
2022-09-05 16:44:09,8754,100.781555,24.00813,2022-09-05T16:44:08.138+0100,true,25
2022-09-05 16:44:10,5552,100.781555,24.00813,2022-09-05T16:44:08.138+0100,true,25
2022-09-05 16:44:11,8806,100.67751,24.057425,2022-09-05T16:44:10.185+0100,true,25
2022-09-05 16:44:12,5448,100.67751,24.057425,2022-09-05T16:44:10.185+0100,true,25
2022-09-05 16:44:13,8701,99.22816,24.381132,2022-09-05T16:44:12.233+0100,true,25
2022-09-05 16:44:14,5500,99.22816,24.381132,2022-09-05T16:44:12.233+0100,true,25
2022-09-05 16:44:15,8805,94.85965,26.231253,2022-09-05T16:44:14.318+0100,true,25
2022-09-05 16:44:16,5552,94.85965,26.231253,2022-09-05T16:44:14.318+0100,true,25
2022-09-05 16:44:17,8585,96.68306,25.18134,2022-09-05T16:44:16.353+0100,true,25
2022-09-05 16:44:18,6231,96.68306,25.18134,2022-09-05T16:44:16.353+0100,true,25
2022-09-05 16:44:19,8637,95.74375,25.44952,2022-09-05T16:44:18.371+0100,true,25
2022-09-05 16:44:20,5552,95.74375,25.44952,2022-09-05T16:44:18.371+0100,true,25
2022-09-05 16:44:21,8586,97.97266,24.013672,2022-09-05T16:44:20.382+0100,true,25
2022-09-05 16:44:22,5448,97.97266,24.013672,2022-09-05T16:44:20.382+0100,true,25
2022-09-05 16:44:23,8586,81.60223,32.198887,2022-09-05T16:44:22.458+0100,true,25
2022-09-05 16:44:24,5500,81.60223,32.198887,2022-09-05T16:44:22.458+0100,true,25
2022-09-05 16:44:25,8727,83.980995,30.80731,2022-09-05T16:44:24.495+0100,true,25
2022-09-05 16:44:27,8639,82.752556,31.624409,2022-09-05T16:44:26.532+0100,true,25
2022-09-05 16:44:28,8587,82.752556,31.624409,2022-09-05T16:44:26.532+0100,true,25
2022-09-05 16:44:28,5448,82.752556,31.624409,2022-09-05T16:44:26.532+0100,true,25
2022-09-05 16:44:29,8689,89.31182,28.74985,2022-09-05T16:44:28.570+0100,true,25
2022-09-05 16:44:30,5500,89.31182,28.74985,2022-09-05T16:44:28.570+0100,true,25
2022-09-05 16:44:31,8689,88.43718,29.18577,2022-09-05T16:44:30.603+0100,true,25
2022-09-05 16:44:32,5448,88.43718,29.18577,2022-09-05T16:44:30.603+0100,true,25
2022-09-05 16:44:33,482320,86.387566,30.00566,2022-09-05T16:44:32.606+0100,true,25
2022-09-05 16:44:34,5552,86.387566,30.00566,2022-09-05T16:44:32.606+0100,true,25
2022-09-05 16:44:35,8713,84.31991,31.23349,2022-09-05T16:44:34.639+0100,true,25
2022-09-05 16:44:36,5500,84.31991,31.23349,2022-09-05T16:44:34.639+0100,true,25
2022-09-05 16:44:37,8637,84.25792,30.86352,2022-09-05T16:44:36.671+0100,true,25
2022-09-05 16:44:38,5448,84.25792,30.86352,2022-09-05T16:44:36.671+0100,true,25
2022-09-05 16:44:39,8689,74.01921,35.59012,2022-09-05T16:44:38.744+0100,true,25
2022-09-05 16:44:40,5576,74.01921,35.59012,2022-09-05T16:44:38.744+0100,true,25
2022-09-05 16:44:41,8689,77.63666,33.58195,2022-09-05T16:44:40.795+0100,true,25
2022-09-05 16:44:43,8526,77.22952,33.98496,2022-09-05T16:44:42.809+0100,true,25
2022-09-05 16:44:44,5448,77.22952,33.98496,2022-09-05T16:44:42.809+0100,true,25
2022-09-05 16:44:46,8727,81.22678,31.989082,2022-09-05T16:44:44.814+0100,true,25
2022-09-05 16:44:47,8690,81.22678,31.989082,2022-09-05T16:44:44.814+0100,true,25
2022-09-05 16:44:47,8689,77.96583,35.63804,2022-09-05T16:44:46.835+0100,true,25
2022-09-05 16:44:48,5448,77.96583,35.63804,2022-09-05T16:44:46.835+0100,true,25
2022-09-05 16:44:49,8586,74.31392,39.278904,2022-09-05T16:44:48.862+0100,true,25
2022-09-05 16:44:50,5448,74.31392,39.278904,2022-09-05T16:44:48.862+0100,true,25
2022-09-05 16:44:51,5812,74.31392,39.278904,2022-09-05T16:44:48.862+0100,true,25
2022-09-05 16:44:52,8687,72.833336,44.02,2022-09-05T16:44:50.882+0100,true,25
2022-09-05 16:44:53,5448,72.833336,44.02,2022-09-05T16:44:50.882+0100,true,25
2022-09-05 16:44:54,8586,73.18852,39.995876,2022-09-05T16:44:52.903+0100,true,25
2022-09-05 16:44:55,8583,72.833336,44.02,2022-09-05T16:44:54.905+0100,true,25
2022-09-05 16:44:56,5448,72.833336,44.02,2022-09-05T16:44:54.905+0100,true,25
2022-09-05 16:44:57,5448,72.833336,44.02,2022-09-05T16:44:54.905+0100,true,25
2022-09-05 16:44:58,8534,77.67912,35.937035,2022-09-05T16:44:56.941+0100,true,25
2022-09-05 16:44:59,5448,77.67912,35.937035,2022-09-05T16:44:56.941+0100,true,25
2022-09-05 16:45:00,8689,78.39587,36.02465,2022-09-05T16:44:58.931+0100,true,25
2022-09-05 16:45:01,5500,78.39587,36.02465,2022-09-05T16:44:58.931+0100,true,25
2022-09-05 16:45:02,8533,72.71422,39.26382,2022-09-05T16:45:00.954+0100,true,25
2022-09-05 16:45:03,5500,72.71422,39.26382,2022-09-05T16:45:00.954+0100,true,25
2022-09-05 16:45:04,8534,72.32658,39.238953,2022-09-05T16:45:02.984+0100,true,25
2022-09-05 16:45:05,5537,72.32658,39.238953,2022-09-05T16:45:02.984+0100,true,25
2022-09-05 16:45:06,8690,75.62315,37.573696,2022-09-05T16:45:04.993+0100,true,25
2022-09-05 16:45:07,5396,75.62315,37.573696,2022-09-05T16:45:04.993+0100,true,25
2022-09-05 16:45:08,8586,74.10931,38.314163,2022-09-05T16:45:06.996+0100,true,25
2022-09-05 16:45:09,5448,74.10931,38.314163,2022-09-05T16:45:06.996+0100,true,25
2022-09-05 16:45:10,8587,77.692635,34.349712,2022-09-05T16:45:09.025+0100,true,25
2022-09-05 16:45:11,5500,77.692635,34.349712,2022-09-05T16:45:09.025+0100,true,25
2022-09-05 16:45:12,8586,81.569695,32.01775,2022-09-05T16:45:11.040+0100,true,25
2022-09-05 16:45:14,8586,82.74035,31.629826,2022-09-05T16:45:13.079+0100,true,25
2022-09-05 16:45:14,5500,82.74035,31.629826,2022-09-05T16:45:13.079+0100,true,25
2022-09-05 16:45:15,5448,82.74035,31.629826,2022-09-05T16:45:13.079+0100,true,25
2022-09-05 16:45:16,8711,77.17214,34.413925,2022-09-05T16:45:15.102+0100,true,25
