Real Date,Bytes,X,Y,Last Seen,Associated,Test Point,Traffic,RMSE
2022-09-02 16:55:56,8503,21.85,44.02,2022-09-02T16:55:54.523+0100,True,4,No,9.888174841496284
2022-09-02 16:55:57,9568,14.566668,44.02,2022-09-02T16:55:56.614+0100,True,4,No,4.868767193989051
2022-09-02 16:55:58,5261,14.566668,44.02,2022-09-02T16:55:56.614+0100,True,4,No,4.868767193989051
2022-09-02 16:55:59,8559,14.566668,44.02,2022-09-02T16:55:58.634+0100,True,4,No,4.868767193989051
2022-09-02 16:56:00,5261,14.566668,44.02,2022-09-02T16:55:58.634+0100,True,4,No,4.868767193989051
2022-09-02 16:56:01,8695,14.566668,44.02,2022-09-02T16:56:00.645+0100,True,4,No,4.868767193989051
2022-09-02 16:56:02,5448,14.566668,44.02,2022-09-02T16:56:00.645+0100,True,4,No,4.868767193989051
2022-09-02 16:56:03,8695,14.566668,44.02,2022-09-02T16:56:02.679+0100,True,4,No,4.868767193989051
2022-09-02 16:56:04,5448,14.566668,44.02,2022-09-02T16:56:02.679+0100,True,4,No,4.868767193989051
2022-09-02 16:56:05,8694,7.283334,44.02,2022-09-02T16:56:04.673+0100,True,4,No,7.465096093626392
2022-09-02 16:56:06,5500,7.283334,44.02,2022-09-02T16:56:04.673+0100,True,4,No,7.465096093626392
2022-09-02 16:56:07,8746,7.283334,44.02,2022-09-02T16:56:06.689+0100,True,4,No,7.465096093626392
2022-09-02 16:56:08,5448,7.283334,44.02,2022-09-02T16:56:06.689+0100,True,4,No,7.465096093626392
2022-09-02 16:56:09,8746,7.283334,44.02,2022-09-02T16:56:08.726+0100,True,4,No,7.465096093626392
2022-09-02 16:56:10,5448,7.283334,44.02,2022-09-02T16:56:08.726+0100,True,4,No,7.465096093626392
2022-09-02 16:56:11,8746,7.283334,44.02,2022-09-02T16:56:10.724+0100,True,4,No,7.465096093626392
2022-09-02 16:56:12,5552,7.283334,44.02,2022-09-02T16:56:10.724+0100,True,4,No,7.465096093626392
2022-09-02 16:56:13,8694,7.283334,44.02,2022-09-02T16:56:12.754+0100,True,4,No,7.465096093626392
2022-09-02 16:56:14,5500,7.283334,44.02,2022-09-02T16:56:12.754+0100,True,4,No,7.465096093626392
2022-09-02 16:56:15,8694,7.283334,44.02,2022-09-02T16:56:14.838+0100,True,4,No,7.465096093626392
2022-09-02 16:56:16,5448,7.283334,44.02,2022-09-02T16:56:14.838+0100,True,4,No,7.465096093626392
2022-09-02 16:56:17,8798,7.283334,44.02,2022-09-02T16:56:16.871+0100,True,4,No,7.465096093626392
2022-09-02 16:56:18,5448,7.283334,44.02,2022-09-02T16:56:16.871+0100,True,4,No,7.465096093626392
2022-09-02 16:56:19,8746,7.283334,44.02,2022-09-02T16:56:18.972+0100,True,4,No,7.465096093626392
2022-09-02 16:56:20,5448,7.283334,44.02,2022-09-02T16:56:18.972+0100,True,4,No,7.465096093626392
2022-09-02 16:56:21,8526,7.283334,44.02,2022-09-02T16:56:21.058+0100,True,4,No,7.465096093626392
2022-09-02 16:56:22,5500,7.283334,44.02,2022-09-02T16:56:21.058+0100,True,4,No,7.465096093626392
2022-09-02 16:56:23,8578,7.283334,44.02,2022-09-02T16:56:23.106+0100,True,4,No,7.465096093626392
2022-09-02 16:56:24,5396,7.283334,44.02,2022-09-02T16:56:23.106+0100,True,4,No,7.465096093626392
2022-09-02 16:56:25,8578,7.283334,44.02,2022-09-02T16:56:25.167+0100,True,4,No,7.465096093626392
2022-09-02 16:56:26,8578,7.283334,44.02,2022-09-02T16:56:25.167+0100,True,4,No,7.465096093626392
2022-09-02 16:56:27,8630,7.283334,44.02,2022-09-02T16:56:27.171+0100,True,4,No,7.465096093626392
2022-09-02 16:56:28,5448,7.283334,44.02,2022-09-02T16:56:27.171+0100,True,4,No,7.465096093626392
2022-09-02 16:56:29,8578,7.283334,44.02,2022-09-02T16:56:29.172+0100,True,4,No,7.465096093626392
2022-09-02 16:56:30,5448,7.283334,44.02,2022-09-02T16:56:29.172+0100,True,4,No,7.465096093626392
2022-09-02 16:56:31,5448,7.283334,44.02,2022-09-02T16:56:29.172+0100,True,4,No,7.465096093626392
2022-09-02 16:56:32,8630,7.283334,44.02,2022-09-02T16:56:31.257+0100,True,4,No,7.465096093626392
2022-09-02 16:56:33,5500,7.283334,44.02,2022-09-02T16:56:31.257+0100,True,4,No,7.465096093626392
2022-09-02 16:56:34,8578,7.283334,44.02,2022-09-02T16:56:33.317+0100,True,4,No,7.465096093626392
2022-09-02 16:56:35,5448,7.283334,44.02,2022-09-02T16:56:33.317+0100,True,4,No,7.465096093626392
2022-09-02 16:56:36,8630,7.283334,44.02,2022-09-02T16:56:35.345+0100,True,4,No,7.465096093626392
2022-09-02 16:56:37,5448,7.283334,44.02,2022-09-02T16:56:35.345+0100,True,4,No,7.465096093626392
2022-09-02 16:56:38,8630,7.283334,44.02,2022-09-02T16:56:37.460+0100,True,4,No,7.465096093626392
2022-09-02 16:56:39,5448,7.283334,44.02,2022-09-02T16:56:37.460+0100,True,4,No,7.465096093626392
2022-09-02 16:56:40,8630,7.283334,44.02,2022-09-02T16:56:39.539+0100,True,4,No,7.465096093626392
2022-09-02 16:56:41,5552,7.283334,44.02,2022-09-02T16:56:39.539+0100,True,4,No,7.465096093626392
2022-09-02 16:56:42,8578,7.283334,44.02,2022-09-02T16:56:41.564+0100,True,4,No,7.465096093626392
2022-09-02 16:56:43,5448,7.283334,44.02,2022-09-02T16:56:41.564+0100,True,4,No,7.465096093626392
2022-09-02 16:56:44,8578,7.283334,44.02,2022-09-02T16:56:43.576+0100,True,4,No,7.465096093626392
2022-09-02 16:56:45,5500,7.283334,44.02,2022-09-02T16:56:43.576+0100,True,4,No,7.465096093626392
2022-09-02 16:56:46,8630,7.283334,44.02,2022-09-02T16:56:45.584+0100,True,4,No,7.465096093626392
2022-09-02 16:56:47,5760,7.283334,44.02,2022-09-02T16:56:45.584+0100,True,4,No,7.465096093626392
2022-09-02 16:56:48,8578,7.283334,44.02,2022-09-02T16:56:47.625+0100,True,4,No,7.465096093626392
2022-09-02 16:56:49,5448,7.283334,44.02,2022-09-02T16:56:47.625+0100,True,4,No,7.465096093626392
2022-09-02 16:56:50,8578,7.283334,44.02,2022-09-02T16:56:49.712+0100,True,4,No,7.465096093626392
2022-09-02 16:56:51,5448,7.283334,44.02,2022-09-02T16:56:49.712+0100,True,4,No,7.465096093626392
2022-09-02 16:56:52,8578,7.283334,44.02,2022-09-02T16:56:51.804+0100,True,4,No,7.465096093626392
2022-09-02 16:56:53,5448,7.283334,44.02,2022-09-02T16:56:51.804+0100,True,4,No,7.465096093626392
2022-09-02 16:56:54,8579,7.283334,44.02,2022-09-02T16:56:53.843+0100,True,4,No,7.465096093626392
2022-09-02 16:56:55,5448,7.283334,44.02,2022-09-02T16:56:53.843+0100,True,4,No,7.465096093626392
2022-09-02 16:56:56,8578,7.283334,44.02,2022-09-02T16:56:55.873+0100,True,4,No,7.465096093626392
2022-09-02 16:56:57,5396,7.283334,44.02,2022-09-02T16:56:55.873+0100,True,4,No,7.465096093626392
2022-09-02 16:56:58,8630,7.283334,44.02,2022-09-02T16:56:58.024+0100,True,4,No,7.465096093626392
2022-09-02 16:56:59,5448,7.283334,44.02,2022-09-02T16:56:58.024+0100,True,4,No,7.465096093626392
2022-09-02 16:57:00,8578,7.283334,44.02,2022-09-02T16:57:00.044+0100,True,4,No,7.465096093626392
2022-09-02 16:57:01,5500,7.283334,44.02,2022-09-02T16:57:00.044+0100,True,4,No,7.465096093626392
2022-09-02 16:57:02,8578,7.283334,44.02,2022-09-02T16:57:02.128+0100,True,4,No,7.465096093626392
2022-09-02 16:57:03,5552,7.283334,44.02,2022-09-02T16:57:02.128+0100,True,4,No,7.465096093626392
2022-09-02 16:57:04,8578,7.283334,44.02,2022-09-02T16:57:04.155+0100,True,4,No,7.465096093626392
2022-09-02 16:57:05,5500,7.283334,44.02,2022-09-02T16:57:04.155+0100,True,4,No,7.465096093626392
2022-09-02 16:57:06,8443,7.283334,44.02,2022-09-02T16:57:06.158+0100,True,4,No,7.465096093626392
2022-09-02 16:57:07,5635,7.283334,44.02,2022-09-02T16:57:06.158+0100,True,4,No,7.465096093626392
2022-09-02 16:57:08,8630,7.283334,44.02,2022-09-02T16:57:08.193+0100,True,4,No,7.465096093626392
2022-09-02 16:57:09,5448,7.283334,44.02,2022-09-02T16:57:08.193+0100,True,4,No,7.465096093626392
