Real Date,Bytes,X,Y,Last Seen,Associated,Test Point
2022-09-05 11:43:32,8803,53.703262,35.1561,2022-09-05T11:43:32.000+0100,true,10
2022-09-05 11:43:33,5552,53.703262,35.1561,2022-09-05T11:43:32.000+0100,true,10
2022-09-05 11:43:34,5500,53.703262,35.1561,2022-09-05T11:43:32.000+0100,true,10
2022-09-05 11:43:35,8804,55.726295,33.90033,2022-09-05T11:43:34.023+0100,true,10
2022-09-05 11:43:36,5500,55.726295,33.90033,2022-09-05T11:43:34.023+0100,true,10
2022-09-05 11:43:37,8805,51.154667,31.082989,2022-09-05T11:43:36.094+0100,true,10
2022-09-05 11:43:38,5552,51.154667,31.082989,2022-09-05T11:43:36.094+0100,true,10
2022-09-05 11:43:39,8805,46.714615,28.343401,2022-09-05T11:43:38.095+0100,true,10
2022-09-05 11:43:40,5500,46.714615,28.343401,2022-09-05T11:43:38.095+0100,true,10
2022-09-05 11:43:41,8701,45.344624,29.341768,2022-09-05T11:43:40.095+0100,true,10
2022-09-05 11:43:42,5500,45.344624,29.341768,2022-09-05T11:43:40.095+0100,true,10
2022-09-05 11:43:43,8751,48.56832,33.42449,2022-09-05T11:43:42.134+0100,true,10
2022-09-05 11:43:44,5552,48.56832,33.42449,2022-09-05T11:43:42.134+0100,true,10
2022-09-05 11:43:46,8751,46.01389,34.26592,2022-09-05T11:43:44.131+0100,true,10
2022-09-05 11:43:46,5500,46.01389,34.26592,2022-09-05T11:43:44.131+0100,true,10
2022-09-05 11:43:47,8753,44.941982,33.711143,2022-09-05T11:43:46.194+0100,true,10
2022-09-05 11:43:48,5448,44.941982,33.711143,2022-09-05T11:43:46.194+0100,true,10
2022-09-05 11:43:49,8752,47.23175,36.525326,2022-09-05T11:43:48.242+0100,true,10
2022-09-05 11:43:50,5500,47.23175,36.525326,2022-09-05T11:43:48.242+0100,true,10
2022-09-05 11:43:51,8751,48.44082,38.48789,2022-09-05T11:43:50.324+0100,true,10
2022-09-05 11:43:52,5760,48.44082,38.48789,2022-09-05T11:43:50.324+0100,true,10
2022-09-05 11:43:53,8752,44.04073,35.841053,2022-09-05T11:43:52.417+0100,true,10
2022-09-05 11:43:54,5500,44.04073,35.841053,2022-09-05T11:43:52.417+0100,true,10
2022-09-05 11:43:55,8701,41.516834,34.267933,2022-09-05T11:43:54.552+0100,true,10
2022-09-05 11:43:56,5448,41.516834,34.267933,2022-09-05T11:43:54.552+0100,true,10
2022-09-05 11:43:57,8752,43.96182,36.205574,2022-09-05T11:43:56.594+0100,true,10
2022-09-05 11:43:58,5500,43.96182,36.205574,2022-09-05T11:43:56.594+0100,true,10
2022-09-05 11:43:59,8753,44.861725,38.193546,2022-09-05T11:43:58.576+0100,true,10
2022-09-05 11:44:00,5448,44.861725,38.193546,2022-09-05T11:43:58.576+0100,true,10
2022-09-05 11:44:01,8701,42.920006,34.432323,2022-09-05T11:44:00.651+0100,true,10
2022-09-05 11:44:02,5552,42.920006,34.432323,2022-09-05T11:44:00.651+0100,true,10
2022-09-05 11:44:03,8648,42.17034,33.618294,2022-09-05T11:44:02.701+0100,true,10
2022-09-05 11:44:04,5448,42.17034,33.618294,2022-09-05T11:44:02.701+0100,true,10
2022-09-05 11:44:05,8701,40.961353,32.948654,2022-09-05T11:44:04.709+0100,true,10
2022-09-05 11:44:06,5500,40.961353,32.948654,2022-09-05T11:44:04.709+0100,true,10
2022-09-05 11:44:07,9100,37.664265,31.057863,2022-09-05T11:44:06.725+0100,true,10
2022-09-05 11:44:08,5448,37.664265,31.057863,2022-09-05T11:44:06.725+0100,true,10
2022-09-05 11:44:09,8752,32.37737,24.940218,2022-09-05T11:44:08.867+0100,true,10
2022-09-05 11:44:10,5448,32.37737,24.940218,2022-09-05T11:44:08.867+0100,true,10
2022-09-05 11:44:11,8751,30.848068,25.7129,2022-09-05T11:44:10.901+0100,true,10
2022-09-05 11:44:12,5500,30.848068,25.7129,2022-09-05T11:44:10.901+0100,true,10
2022-09-05 11:44:13,8700,33.79897,30.124708,2022-09-05T11:44:12.910+0100,true,10
2022-09-05 11:44:14,5552,33.79897,30.124708,2022-09-05T11:44:12.910+0100,true,10
2022-09-05 11:44:15,8513,35.44438,31.099829,2022-09-05T11:44:15.005+0100,true,10
2022-09-05 11:44:16,5583,35.44438,31.099829,2022-09-05T11:44:15.005+0100,true,10
2022-09-05 11:44:17,8804,37.37047,30.387724,2022-09-05T11:44:17.014+0100,true,10
2022-09-05 11:44:18,5448,37.37047,30.387724,2022-09-05T11:44:17.014+0100,true,10
2022-09-05 11:44:19,8805,32.339577,29.188784,2022-09-05T11:44:19.048+0100,true,10
2022-09-05 11:44:20,5448,32.339577,29.188784,2022-09-05T11:44:19.048+0100,true,10
2022-09-05 11:44:21,8699,33.53393,28.28436,2022-09-05T11:44:21.061+0100,true,10
2022-09-05 11:44:22,5500,33.53393,28.28436,2022-09-05T11:44:21.061+0100,true,10
2022-09-05 11:44:23,8700,30.682484,24.44998,2022-09-05T11:44:23.068+0100,true,10
2022-09-05 11:44:24,5552,30.682484,24.44998,2022-09-05T11:44:23.068+0100,true,10
2022-09-05 11:44:25,8752,31.219864,25.21315,2022-09-05T11:44:25.092+0100,true,10
2022-09-05 11:44:26,5448,31.219864,25.21315,2022-09-05T11:44:25.092+0100,true,10
2022-09-05 11:44:27,8753,31.431822,26.033504,2022-09-05T11:44:27.136+0100,true,10
2022-09-05 11:44:28,5448,31.431822,26.033504,2022-09-05T11:44:27.136+0100,true,10
2022-09-05 11:44:29,5500,31.431822,26.033504,2022-09-05T11:44:27.136+0100,true,10
2022-09-05 11:44:30,8752,36.56681,27.303875,2022-09-05T11:44:29.171+0100,true,10
2022-09-05 11:44:31,5448,36.56681,27.303875,2022-09-05T11:44:29.171+0100,true,10
2022-09-05 11:44:32,8804,37.82183,29.208483,2022-09-05T11:44:31.179+0100,true,10
2022-09-05 11:44:33,5448,37.82183,29.208483,2022-09-05T11:44:31.179+0100,true,10
2022-09-05 11:44:34,8753,40.706604,31.358486,2022-09-05T11:44:33.237+0100,true,10
2022-09-05 11:44:35,5448,40.706604,31.358486,2022-09-05T11:44:33.237+0100,true,10
2022-09-05 11:44:36,8753,45.636703,34.431763,2022-09-05T11:44:35.250+0100,true,10
2022-09-05 11:44:37,5552,45.636703,34.431763,2022-09-05T11:44:35.250+0100,true,10
2022-09-05 11:44:38,8700,50.97902,38.321568,2022-09-05T11:44:37.290+0100,true,10
2022-09-05 11:44:39,5552,50.97902,38.321568,2022-09-05T11:44:37.290+0100,true,10
2022-09-05 11:44:40,8700,51.315754,38.2871,2022-09-05T11:44:39.311+0100,true,10
2022-09-05 11:44:41,5500,51.315754,38.2871,2022-09-05T11:44:39.311+0100,true,10
2022-09-05 11:44:42,8753,50.917835,37.551365,2022-09-05T11:44:41.389+0100,true,10
2022-09-05 11:44:43,5448,50.917835,37.551365,2022-09-05T11:44:41.389+0100,true,10
2022-09-05 11:44:44,8805,51.563206,37.516888,2022-09-05T11:44:43.437+0100,true,10
2022-09-05 11:44:45,5448,51.563206,37.516888,2022-09-05T11:44:43.437+0100,true,10
2022-09-05 11:44:46,8645,50.983337,44.02,2022-09-05T11:44:45.500+0100,true,10
2022-09-05 11:44:47,5500,50.983337,44.02,2022-09-05T11:44:45.500+0100,true,10
2022-09-05 11:44:48,8700,46.101276,36.13029,2022-09-05T11:44:47.548+0100,true,10
2022-09-05 11:44:49,5500,46.101276,36.13029,2022-09-05T11:44:47.548+0100,true,10
2022-09-05 11:44:50,8697,50.983337,44.02,2022-09-05T11:44:49.556+0100,true,10
2022-09-05 11:44:51,5448,50.983337,44.02,2022-09-05T11:44:49.556+0100,true,10
2022-09-05 11:44:52,9113,50.983337,44.02,2022-09-05T11:44:51.574+0100,true,10
2022-09-05 11:44:53,5448,50.983337,44.02,2022-09-05T11:44:51.574+0100,true,10
2022-09-05 11:44:54,8744,43.7,44.02,2022-09-05T11:44:53.647+0100,true,10
2022-09-05 11:44:55,5396,43.7,44.02,2022-09-05T11:44:53.647+0100,true,10
2022-09-05 11:44:56,8701,43.610405,38.719826,2022-09-05T11:44:55.656+0100,true,10
2022-09-05 11:44:57,5500,43.610405,38.719826,2022-09-05T11:44:55.656+0100,true,10
2022-09-05 11:44:58,8649,43.591286,39.532894,2022-09-05T11:44:57.680+0100,true,10
2022-09-05 11:45:00,5500,43.591286,39.532894,2022-09-05T11:44:57.680+0100,true,10
2022-09-05 11:45:00,8753,40.258717,32.794697,2022-09-05T11:44:59.738+0100,true,10
2022-09-05 11:45:01,5500,40.258717,32.794697,2022-09-05T11:44:59.738+0100,true,10
2022-09-05 11:45:02,8700,33.03164,26.770805,2022-09-05T11:45:01.752+0100,true,10
2022-09-05 11:45:03,5448,33.03164,26.770805,2022-09-05T11:45:01.752+0100,true,10
2022-09-05 11:45:04,8753,36.252403,27.989653,2022-09-05T11:45:03.776+0100,true,10
2022-09-05 11:45:05,5448,36.252403,27.989653,2022-09-05T11:45:03.776+0100,true,10
2022-09-05 11:45:06,8752,32.51578,25.997955,2022-09-05T11:45:05.790+0100,true,10
2022-09-05 11:45:07,5500,32.51578,25.997955,2022-09-05T11:45:05.790+0100,true,10
2022-09-05 11:45:08,8753,33.446606,26.496284,2022-09-05T11:45:07.880+0100,true,10
2022-09-05 11:45:09,5500,33.446606,26.496284,2022-09-05T11:45:07.880+0100,true,10
2022-09-05 11:45:10,8752,33.01702,27.011261,2022-09-05T11:45:09.949+0100,true,10
2022-09-05 11:45:11,5448,33.01702,27.011261,2022-09-05T11:45:09.949+0100,true,10
2022-09-05 11:45:14,8753,36.308113,28.027893,2022-09-05T11:45:11.962+0100,true,10
2022-09-05 11:45:14,8805,35.94983,27.974915,2022-09-05T11:45:13.971+0100,true,10
2022-09-05 11:45:14,5500,35.94983,27.974915,2022-09-05T11:45:13.971+0100,true,10
2022-09-05 11:45:15,5500,35.94983,27.974915,2022-09-05T11:45:13.971+0100,true,10
2022-09-05 11:45:16,8700,37.92935,23.270388,2022-09-05T11:45:15.963+0100,true,10
2022-09-05 11:45:17,5448,37.92935,23.270388,2022-09-05T11:45:15.963+0100,true,10
2022-09-05 11:45:18,8752,46.20715,26.406096,2022-09-05T11:45:17.963+0100,true,10
2022-09-05 11:45:19,5500,46.20715,26.406096,2022-09-05T11:45:17.963+0100,true,10
2022-09-05 11:45:20,8700,48.58613,28.673754,2022-09-05T11:45:19.987+0100,true,10
2022-09-05 11:45:21,5448,48.58613,28.673754,2022-09-05T11:45:19.987+0100,true,10
2022-09-05 11:45:22,8701,50.372993,32.654167,2022-09-05T11:45:21.987+0100,true,10
2022-09-05 11:45:23,5448,50.372993,32.654167,2022-09-05T11:45:21.987+0100,true,10
2022-09-05 11:45:24,8753,47.327923,34.031166,2022-09-05T11:45:24.023+0100,true,10
2022-09-05 11:45:25,5448,47.327923,34.031166,2022-09-05T11:45:24.023+0100,true,10
2022-09-05 11:45:26,8697,50.983337,44.02,2022-09-05T11:45:26.089+0100,true,10
2022-09-05 11:45:27,5500,50.983337,44.02,2022-09-05T11:45:26.089+0100,true,10
2022-09-05 11:45:28,8700,45.49998,28.514696,2022-09-05T11:45:28.140+0100,true,10
2022-09-05 11:45:29,5448,45.49998,28.514696,2022-09-05T11:45:28.140+0100,true,10
2022-09-05 11:45:30,8648,44.18392,27.213848,2022-09-05T11:45:30.156+0100,true,10
2022-09-05 11:45:31,5448,44.18392,27.213848,2022-09-05T11:45:30.156+0100,true,10
2022-09-05 11:45:32,8753,36.187508,26.195843,2022-09-05T11:45:32.158+0100,true,10
2022-09-05 11:45:34,5500,36.187508,26.195843,2022-09-05T11:45:32.158+0100,true,10
